# board_size=656,256
139,97
140,86
140,98
141,84
141,85
141,86
141,96
141,97
141,98
142,193
143,193
143,195
144,164
144,185
144,193
144,194
145,163
145,185
145,187
146,163
146,164
146,165
146,185
146,186
147,81
148,82
149,80
149,81
149,82
149,165
150,164
151,72
151,164
151,165
151,166
152,70
152,72
152,92
153,71
153,72
153,80
153,93
154,78
154,80
154,91
154,92
154,93
155,79
155,80
157,151
158,150
159,150
159,151
159,152
160,82
161,83
161,159
162,81
162,82
162,83
162,158
163,158
163,159
163,160
164,86
165,87
166,85
166,86
166,87
166,160
167,159
168,159
168,160
168,161
169,97
170,98
171,96
171,97
171,98
174,146
175,145
176,145
176,146
176,147
176,168
177,87
177,167
178,88
178,167
178,168
178,169
179,86
179,87
179,88
179,101
180,102
181,100
181,101
181,102
182,177
183,177
183,179
184,148
184,169
184,177
184,178
185,147
185,169
185,171
186,147
186,148
186,149
186,169
186,170
187,97
188,98
189,47
189,48
189,96
189,97
189,98
189,149
190,46
190,48
190,148
191,48
191,148
191,149
191,150
192,108
193,90
193,109
194,88
194,90
194,107
194,108
194,109
195,89
195,90
196,34
196,35
197,33
197,35
197,129
197,141
198,35
198,128
198,140
199,128
199,129
199,130
199,140
199,141
199,142
199,157
200,92
200,104
200,156
201,93
201,105
201,156
201,157
201,158
202,91
202,92
202,93
202,103
202,104
202,105
202,112
203,113
204,111
204,112
204,113
206,36
206,37
207,35
207,37
207,137
208,37
208,136
209,136
209,137
209,138
210,108
210,161
211,109
211,161
211,163
212,107
212,108
212,109
212,138
212,161
212,162
213,137
214,137
214,138
214,139
214,148
215,119
215,147
216,101
216,120
216,147
216,148
216,149
217,99
217,101
217,118
217,119
217,120
217,133
218,54
218,55
218,100
218,101
218,134
219,53
219,55
219,59
219,60
219,132
219,133
219,134
219,206
219,207
220,55
220,58
220,60
220,118
220,154
220,206
220,208
221,60
221,117
221,153
221,206
221,214
221,215
222,117
222,118
222,119
222,134
222,153
222,154
222,155
222,214
222,216
223,103
223,133
223,139
223,214
223,222
223,223
224,104
224,133
224,134
224,135
224,140
224,222
224,224
225,102
225,103
225,104
225,123
225,138
225,139
225,140
225,222
226,76
226,77
226,124
227,63
227,64
227,75
227,77
227,122
227,123
227,124
228,62
228,64
228,68
228,69
228,77
228,116
228,152
229,64
229,67
229,69
229,115
229,151
229,198
229,199
230,69
230,115
230,116
230,117
230,132
230,151
230,152
230,153
230,198
230,200
231,105
231,131
231,141
231,182
231,183
231,198
232,106
232,131
232,132
232,133
232,142
232,182
232,184
233,104
233,105
233,106
233,125
233,140
233,141
233,142
233,182
233,190
233,191
234,86
234,87
234,126
234,190
234,192
235,85
235,87
235,97
235,98
235,124
235,125
235,126
235,190
236,87
236,96
236,98
236,114
236,150
237,98
237,113
237,149
237,158
237,159
238,113
238,114
238,115
238,130
238,149
238,150
238,151
238,158
238,160
239,107
239,129
239,143
239,158
239,166
239,167
240,108
240,129
240,130
240,131
240,144
240,166
240,168
241,106
241,107
241,108
241,127
241,142
241,143
241,144
241,166
241,174
241,175
242,128
242,174
242,176
243,126
243,127
243,128
243,174
244,112
244,148
245,111
245,147
246,111
246,112
246,113
246,147
246,148
246,149
247,109
247,145
248,110
248,146
249,108
249,109
249,110
249,144
249,145
249,146
284,150
285,149
286,149
286,150
286,151
287,131
288,132
289,130
289,131
289,132
289,160
290,120
290,160
290,162
291,119
291,160
291,161
292,119
292,120
292,121
292,130
293,113
293,129
294,114
294,129
294,130
294,131
294,137
295,112
295,113
295,114
295,127
295,137
295,139
296,121
296,128
296,137
296,138
297,119
297,121
297,126
297,127
297,128
297,134
297,135
298,120
298,121
298,134
298,136
299,117
299,118
299,134
299,153
300,107
300,116
300,118
300,152
301,105
301,107
301,118
301,152
301,153
301,154
302,106
302,107
302,140
303,141
304,112
304,139
304,140
304,141
305,111
306,111
306,112
306,113
307,103
307,104
307,109
307,151
308,102
308,104
308,110
308,150
309,104
309,108
309,109
309,110
309,150
309,151
309,152
310,142
311,143
312,141
312,142
312,143
314,109
314,157
314,158
315,107
315,109
315,157
315,159
316,108
316,109
316,145
316,157
317,105
317,106
317,145
317,147
318,104
318,106
318,113
318,137
318,145
318,146
319,106
319,111
319,113
319,137
319,139
320,112
320,113
320,121
320,137
320,138
321,119
321,121
321,134
321,135
322,120
322,121
322,126
322,127
322,128
322,134
322,136
323,117
323,118
323,128
323,134
323,142
323,143
324,116
324,118
324,127
324,142
324,144
325,109
325,110
325,118
325,129
325,130
325,131
325,142
326,108
326,110
326,129
326,153
327,110
327,130
327,153
327,155
328,105
328,145
328,153
328,154
329,103
329,105
329,145
329,147
330,104
330,105
330,113
330,137
330,145
330,146
331,111
331,113
331,137
331,139
332,112
332,113
332,121
332,137
332,138
333,119
333,121
333,134
333,135
334,120
334,121
334,126
334,127
334,128
334,134
334,136
335,117
335,118
335,128
335,134
335,142
335,143
336,116
336,118
336,127
336,142
336,144
337,109
337,110
337,118
337,129
337,130
337,131
337,142
337,150
337,151
338,108
338,110
338,129
338,150
338,152
339,101
339,102
339,110
339,130
339,150
340,100
340,102
341,102
342,106
342,107
342,108
342,124
342,125
342,126
343,108
343,126
344,107
344,125
345,113
345,114
345,115
345,131
345,132
345,133
346,113
346,131
347,114
347,132
350,104
350,105
350,106
350,122
350,123
350,124
351,106
351,124
352,105
352,123
353,115
353,116
353,117
353,133
353,134
353,135
354,115
354,133
355,116
355,134
358,120
358,121
358,122
359,122
360,100
360,101
360,102
360,121
361,102
361,135
361,136
361,137
362,101
362,135
363,119
363,120
363,121
363,136
364,119
365,120
368,98
368,99
368,100
369,100
370,99
371,121
371,122
371,123
372,121
373,122
398,153
399,153
399,155
400,105
400,145
400,153
400,154
401,103
401,105
401,145
401,147
402,104
402,105
402,113
402,137
402,145
402,146
403,111
403,113
403,137
403,139
404,112
404,113
404,121
404,137
404,138
405,119
405,121
405,134
405,135
406,120
406,121
406,126
406,127
406,128
406,134
406,136
407,117
407,118
407,128
407,134
407,142
407,143
408,116
408,118
408,127
408,142
408,144
409,109
409,110
409,118
409,129
409,130
409,131
409,142
409,150
409,151
410,108
410,110
410,129
410,150
410,152
411,101
411,102
411,110
411,130
411,150
412,100
412,102
412,144
412,145
412,146
413,102
413,146
414,145
415,147
415,148
415,149
416,147
417,148
420,142
420,143
420,144
421,144
422,143
423,149
423,150
423,151
424,149
425,150
428,140
428,141
428,142
429,142
430,141
431,151
431,152
431,153
432,151
433,152
436,138
436,139
436,140
437,140
438,139
439,153
439,154
439,155
440,153
441,154
442,108
442,109
442,110
442,144
442,145
442,146
443,110
443,146
444,109
444,145
445,102
445,111
445,112
445,113
445,147
445,148
445,149
445,154
446,100
446,102
446,111
446,147
446,154
446,156
447,101
447,102
447,112
447,148
447,154
447,155
449,118
450,106
450,107
450,108
450,116
450,118
450,137
450,142
450,143
450,144
451,108
451,117
451,118
451,137
451,139
451,144
452,107
452,137
452,138
452,143
453,113
453,114
453,115
453,134
453,135
453,149
453,150
453,151
454,113
454,126
454,127
454,128
454,134
454,136
454,149
455,114
455,128
455,134
455,150
456,127
457,129
457,130
457,131
458,114
458,115
458,129
458,151
458,152
459,113
459,115
459,130
459,133
459,134
459,135
459,151
459,153
460,108
460,109
460,110
460,115
460,135
460,151
461,110
461,134
462,98
462,99
462,109
462,146
462,147
462,148
463,97
463,99
463,123
463,124
463,125
463,146
464,99
464,104
464,105
464,106
464,123
464,147
465,106
465,124
466,105
467,115
467,116
467,117
467,137
467,138
467,139
468,95
468,115
468,139
469,93
469,95
469,116
469,138
470,94
470,95
470,154
470,155
470,156
471,154
472,102
472,103
472,104
472,155
473,104
474,103
474,149
475,117
475,118
475,119
475,135
475,136
475,137
475,149
475,151
476,117
476,137
476,149
476,150
477,118
477,136
477,146
477,147
478,108
478,109
478,110
478,126
478,127
478,128
478,146
478,148
478,156
478,157
478,158
479,110
479,128
479,146
479,156
480,109
480,127
480,136
480,137
480,138
480,157
481,111
481,112
481,113
481,129
481,130
481,131
481,138
482,111
482,129
482,137
483,112
483,115
483,116
483,117
483,130
483,143
483,144
483,145
484,117
484,143
485,116
485,144
486,77
486,128
486,129
486,130
487,75
487,77
487,128
488,76
488,77
488,129
491,119
491,120
491,121
492,121
493,99
493,100
493,101
493,120
493,166
494,101
494,148
494,149
494,150
494,166
494,168
494,171
495,100
495,148
495,158
495,166
495,167
495,171
495,173
496,132
496,133
496,134
496,149
496,158
496,160
496,171
496,172
497,132
497,158
497,159
498,133
499,91
499,92
500,90
500,92
501,92
501,109
501,110
501,111
502,111
503,110
504,146
504,147
504,148
504,173
505,146
505,173
505,175
505,178
506,147
506,173
506,174
506,178
506,180
507,140
507,178
507,179
508,140
508,142
509,107
509,108
509,109
509,140
509,141
510,109
511,87
511,88
511,89
511,108
512,89
512,148
512,149
512,150
513,88
513,148
514,132
514,133
514,134
514,149
515,132
516,133
516,137
516,138
517,137
517,139
518,137
519,103
519,104
519,105
520,105
521,83
521,84
521,85
521,104
522,85
522,152
522,153
522,154
523,84
523,99
523,100
523,101
523,152
524,101
524,136
524,137
524,138
524,153
525,100
525,136
526,120
526,121
526,122
526,137
526,144
526,145
526,146
527,120
527,146
528,121
528,145
528,155
528,156
529,81
529,82
529,83
529,147
529,148
529,149
529,155
529,157
530,83
530,147
530,155
530,163
530,164
531,82
531,148
531,163
531,165
532,138
532,139
532,140
532,163
533,138
534,139
537,103
537,104
537,105
538,105
539,104
540,152
540,153
540,154
541,152
541,168
541,169
542,92
542,93
542,94
542,153
542,168
542,170
543,94
543,168
544,93
545,151
545,152
545,153
546,151
547,81
547,82
547,83
547,152
548,83
549,82
550,150
550,151
550,152
551,150
552,151
553,73
553,74
554,72
554,74
555,74
555,91
555,92
555,93
555,170
555,171
556,93
556,170
556,172
557,92
557,170
558,164
558,165
558,166
559,164
560,165
563,89
563,90
563,91
564,91
565,69
565,70
565,71
565,90
566,71
566,166
566,167
566,168
566,175
566,176
567,70
567,166
567,175
567,177
568,150
568,151
568,152
568,167
568,175
569,150
570,151
573,85
573,86
573,87
574,87
575,65
575,66
575,67
575,86
576,67
576,170
576,171
576,172
577,66
577,170
578,154
578,155
578,156
578,171
579,154
580,155
583,63
583,64
583,65
584,65
585,64
586,156
586,157
586,158
587,156
588,157
